LibraryName,CIPFACategoryName,Category,IssueDate
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word CD single/dbl,09/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word CD single/dbl,09/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word CD single/dbl,10/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word CD single/dbl,11/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word CD single/dbl,12/01/2013 12:00:00 AM
BANES Council Connect,Adult Talking Books,Adult Spoken Word CD single/dbl,04/01/2013 12:00:00 AM
BANES Council Connect,Adult Talking Books,Adult Spoken Word CD single/dbl,05/01/2013 12:00:00 AM
BANES Council Connect,Adult Talking Books,Adult Spoken Word CD single/dbl,07/01/2013 12:00:00 AM
BANES Council Connect,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
BANES Council Connect,Adult Talking Books,Adult Spoken Word CD single/dbl,10/01/2013 12:00:00 AM
BANES Council Connect,Adult Talking Books,Adult Spoken Word CD single/dbl,01/01/2014 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,04/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,04/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,04/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,05/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,05/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,05/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,05/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,06/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,06/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,06/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,06/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,06/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,07/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,07/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,07/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,07/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,09/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,09/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,09/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,09/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,09/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,09/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,10/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,10/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,10/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,10/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,10/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,11/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,11/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,11/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,11/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,12/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,12/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,12/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,12/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,12/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,01/01/2014 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,01/01/2014 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,01/01/2014 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,01/01/2014 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word CD single/dbl,01/01/2014 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word CD single/dbl,04/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word CD single/dbl,04/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word CD single/dbl,05/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word CD single/dbl,05/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word CD single/dbl,10/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word CD single/dbl,11/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word CD single/dbl,12/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word CD single/dbl,12/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word CD single/dbl,01/01/2014 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word CD single/dbl,01/01/2014 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word CD single/dbl,05/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word CD single/dbl,05/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word CD single/dbl,06/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word CD single/dbl,06/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word CD single/dbl,07/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word CD single/dbl,01/01/2014 12:00:00 AM
Moorland Road Library,Adult Talking Books,Adult Spoken Word CD single/dbl,07/01/2013 12:00:00 AM
Moorland Road Library,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Moorland Road Library,Adult Talking Books,Adult Spoken Word CD single/dbl,10/01/2013 12:00:00 AM
Moorland Road Library,Adult Talking Books,Adult Spoken Word CD single/dbl,12/01/2013 12:00:00 AM
Paulton Library,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word CD single/dbl,09/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word CD single/dbl,10/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word CD single/dbl,10/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word CD single/dbl,11/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word CD single/dbl,11/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word CD single/dbl,12/01/2013 12:00:00 AM
Saltford Library,Adult Talking Books,Adult Spoken Word CD single/dbl,12/01/2013 12:00:00 AM
Saltford Library,Adult Talking Books,Adult Spoken Word CD single/dbl,01/01/2014 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word CD single/dbl,06/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word CD single/dbl,08/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word CD single/dbl,09/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word CD single/dbl,09/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word CD single/dbl,09/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word CD single/dbl,10/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word CD single/dbl,12/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word CD single/dbl,01/01/2014 12:00:00 AM
Weston Branch Library,Adult Talking Books,Adult Spoken Word CD single/dbl,04/01/2013 12:00:00 AM
Weston Branch Library,Adult Talking Books,Adult Spoken Word CD single/dbl,07/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word Digital,01/01/2014 12:00:00 AM
B&NES Mobile Libraries,Adult Talking Books,Adult Spoken Word Digital,01/01/2014 12:00:00 AM
BANES Council Connect,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
BANES Council Connect,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
BANES Council Connect,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
BANES Council Connect,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
BANES Council Connect,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
BANES Council Connect,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
BANES Council Connect,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
BANES Council Connect,Adult Talking Books,Adult Spoken Word Digital,01/01/2014 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,01/01/2014 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,01/01/2014 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,01/01/2014 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,01/01/2014 12:00:00 AM
Bath Central Library,Adult Talking Books,Adult Spoken Word Digital,01/01/2014 12:00:00 AM
Callpoint - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Callpoint - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Keynsham Library,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,01/01/2014 12:00:00 AM
Midsomer Norton Library,Adult Talking Books,Adult Spoken Word Digital,01/01/2014 12:00:00 AM
Moorland Road Library,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Moorland Road Library,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
Moorland Road Library,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Moorland Road Library,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Paulton Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Paulton Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Paulton Library,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Paulton Library,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Paulton Library,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Paulton Library,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Paulton Library,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Paulton Library,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Paulton Library,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Paulton Library,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Paulton Library,Adult Talking Books,Adult Spoken Word Digital,01/01/2014 12:00:00 AM
Paulton Library,Adult Talking Books,Adult Spoken Word Digital,01/01/2014 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,01/01/2014 12:00:00 AM
Radstock Library,Adult Talking Books,Adult Spoken Word Digital,01/01/2014 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,04/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,05/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,06/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,07/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,08/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,09/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,10/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,11/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
Web - Bath & NES,Adult Talking Books,Adult Spoken Word Digital,12/01/2013 12:00:00 AM
